P_NOMINAL_AGRUPADA;P_ext_MEDIA(bar);τw_MEDIA(Pa);γ̇w_MEDIA(s⁻¹);η_MEDIA(Pa·s);STD_P_ext(bar);STD_τw (Pa);STD_γ̇w (s⁻¹);STD_η (Pa·s)
0,50000;0,52992;173,13623;98,89052;1,75463;0,01049;3,42568;5,58930;0,08023
0,60000;0,58248;190,30194;124,05406;1,54398;0,03676;12,00310;16,35249;0,09781
0,70000;0,67263;219,75760;166,39935;1,32127;0,00915;2,98895;4,34538;0,03470
1,20000;1,21395;396,61640;982,82345;0,40365;0,02977;9,73092;35,93849;0,00488
1,30000;1,30262;425,59247;1021,16990;0,42117;0,04710;15,38534;110,21406;0,05584
1,40000;1,36615;446,34615;1093,90990;0,41310;0,01916;6,25287;179,55775;0,06208
1,50000;1,47999;483,53799;2956,04426;0,17081;0,02197;7,18059;723,93849;0,03483
1,60000;1,58415;517,56995;3950,42340;0,13100;0,03967;12,95342;47,60186;0,00170
